"Series Data"
"C:\Users\user\Google ¶³ºÝµwºÐ\¬v¬yÆ[´ú¤ÀªR_1082\cr2252001_000000.LTA"
"Broadband 153.6 kHz"
"Pings/Ens ="	30
"Time/Ping = 00:05.00"
"First Ensemble Date = 17/07/21"
"First Ensemble Time = 15:55:15.07"
"Ensemble Interval (s) = "	300.01
"1st Bin Range (m) = "	7.99
"Bin Size (m) ="	4.00


Ens	YR	MO	DA	HH	MM	SS	HH		    "FLat"	    "FLon"	    "LLat"	    "LLon"
									     "deg"	     "deg"	     "deg"	     "deg"
								

343	17	07	22	20	25	24	05		25.46025502	122.38566999	25.45081163	122.37595671
344	17	07	22	20	30	24	05		25.45077500	122.37592670	25.43965003	122.36775837
345	17	07	22	20	35	24	06		25.43960997	122.36773004	25.42813171	122.36008331
346	17	07	22	20	40	24	06		25.42809164	122.36006001	25.41741167	122.35499499
347	17	07	22	20	45	24	06		25.41740832	122.35499667	25.41938167	122.35325835
348	17	07	22	20	50	24	06		25.41938997	122.35324997	25.42173330	122.35094167
349	17	07	22	20	55	24	04		25.42173833	122.35093497	25.42374663	122.34899330
350	17	07	22	21	00	24	04		25.42375334	122.34898668	25.42550666	122.34746335
351	17	07	22	21	05	24	05		25.42551337	122.34745832	25.42751497	122.34537332
352	17	07	22	21	10	24	05		25.42752167	122.34536670	25.42991169	122.34349829
353	17	07	22	21	15	24	05		25.42991999	122.34349335	25.42729000	122.34089504
354	17	07	22	21	20	24	05		25.42725496	122.34086663	25.41647499	122.33212170
355	17	07	22	21	25	24	03		25.41643837	122.33209337	25.40526001	122.32345331
356	17	07	22	21	30	24	03		25.40522330	122.32342330	25.39422163	122.31448668
357	17	07	22	21	35	24	03		25.39418835	122.31445667	25.38294503	122.30731001
358	17	07	22	21	40	24	04		25.38291167	122.30728998	25.38383670	122.30547831
359	17	07	22	21	45	24	04		25.38384668	122.30547002	25.38637164	122.30287666
360	17	07	22	21	50	24	04		25.38637835	122.30286836	25.38760168	122.30053668
361	17	07	22	21	55	24	02		25.38760336	122.30052830	25.38819999	122.29823836
362	17	07	22	22	00	24	02		25.38820166	122.29822998	25.38929332	122.29601665
363	17	07	22	22	05	24	02		25.38929835	122.29601003	25.39092167	122.29392663
364	17	07	22	22	10	24	03		25.39092670	122.29392000	25.39282998	122.29172336
365	17	07	22	22	15	24	03		25.39283836	122.29171330	25.39272831	122.28920334
366	17	07	22	22	20	24	03		25.39269336	122.28917501	25.38149337	122.28142837
367	17	07	22	22	25	24	01		25.38145498	122.28140163	25.36972334	122.27412170
368	17	07	22	22	30	24	01		25.36968336	122.27409831	25.35821163	122.26640004
369	17	07	22	22	35	24	01		25.35817333	122.26637665	25.34706831	122.25887996
370	17	07	22	22	40	24	01		25.34703000	122.25885666	25.33976834	122.25489831
371	17	07	22	22	45	24	02		25.33977664	122.25489998	25.34241501	122.25351663
372	17	07	22	22	50	24	02		25.34242331	122.25351169	25.34485498	122.25160170
373	17	07	22	22	55	24	00		25.34486337	122.25159500	25.34723335	122.24997503
374	17	07	22	23	00	24	00		25.34724165	122.24997167	25.34950166	122.24836168
375	17	07	22	23	05	24	00		25.34950669	122.24835497	25.35148163	122.24685000
376	17	07	22	23	10	24	00		25.35148834	122.24684665	25.35345666	122.24548836
377	17	07	22	23	15	24	00		25.35346337	122.24548333	25.35544166	122.24427165
378	17	07	22	23	20	23	09		25.35544996	122.24426670	25.35363670	122.24347671
379	17	07	22	23	25	23	09		25.35360334	122.24345835	25.34379669	122.23845670
380	17	07	22	23	30	23	09		25.34376500	122.23843834	25.33435330	122.23246498
381	17	07	22	23	35	23	09		25.33432170	122.23244168	25.32552665	122.22495832
382	17	07	22	23	40	23	09		25.32549497	122.22493334	25.31651837	122.21742164
383	17	07	22	23	45	23	09		25.31648836	122.21739834	25.30750833	122.20968498
384	17	07	22	23	50	23	08		25.30747999	122.20965170	25.30064832	122.20076663
385	17	07	22	23	55	23	08		25.30063332	122.20074669	25.30222999	122.19923166
386	17	07	23	00	00	23	08		25.30223837	122.19923166	25.30459997	122.19937499
387	17	07	23	00	05	23	08		25.30460835	122.19937666	25.30693836	122.19957666
388	17	07	23	00	10	23	08		25.30694833	122.19957666	25.30953331	122.19980498
389	17	07	23	00	15	23	08		25.30954169	122.19980498	25.31777498	122.20395503
390	17	07	23	00	20	23	06		25.31781664	122.20398000	25.33016168	122.21053164
391	17	07	23	00	25	23	07		25.33020166	122.21055502	25.34255499	122.21721168
392	17	07	23	00	30	23	07		25.34259665	122.21723330	25.35494504	122.22391837
393	17	07	23	00	35	23	07		25.35498502	122.22394167	25.36738504	122.23047503
394	17	07	23	00	40	23	07		25.36742670	122.23049666	25.38017004	122.23707830
395	17	07	23	00	45	23	05		25.38021337	122.23709833	25.39337003	122.24366496
396	17	07	23	00	50	23	05		25.39341504	122.24368667	25.40669164	122.25069503
397	17	07	23	00	55	23	05		25.40673665	122.25071833	25.41924002	122.25860663
398	17	07	23	01	00	23	06		25.41926835	122.25862666	25.42463335	122.26117836
399	17	07	23	01	05	23	06		25.42464668	122.26118163	25.42815166	122.26245501
400	17	07	23	01	10	23	06		25.42816331	122.26245836	25.43141331	122.26371163
401	17	07	23	01	15	23	04		25.43142336	122.26371498	25.43461670	122.26479163
402	17	07	23	01	20	23	04		25.43462668	122.26479331	25.43745004	122.26569336
403	17	07	23	01	25	23	04		25.43745833	122.26569830	25.44012831	122.26634664
404	17	07	23	01	30	23	05		25.44013669	122.26634832	25.44264665	122.26675333
405	17	07	23	01	35	23	05		25.44265335	122.26675669	25.44506667	122.26732666
406	17	07	23	01	40	23	05		25.44507497	122.26732833	25.44727329	122.26793996
407	17	07	23	01	45	23	03		25.44728000	122.26794331	25.44962165	122.26873666
408	17	07	23	01	50	23	03		25.44963003	122.26873834	25.45202667	122.26973168
409	17	07	23	01	55	23	03		25.45203664	122.26973671	25.45195668	122.27064329
410	17	07	23	02	00	23	04		25.45192500	122.27062670	25.44228832	122.26646164
411	17	07	23	02	05	23	04		25.44225664	122.26644832	25.43278500	122.26238837
412	17	07	23	02	10	23	04		25.43274997	122.26238167	25.42483502	122.26071166
413	17	07	23	02	15	23	02		25.42481666	122.26070998	25.42400664	122.26143669
414	17	07	23	02	20	23	02		25.42401670	122.26144164	25.42702496	122.26282499
415	17	07	23	02	25	23	02		25.42703670	122.26282834	25.42978831	122.26387499
416	17	07	23	02	30	23	03		25.42979669	122.26387834	25.43263664	122.26477998
417	17	07	23	02	35	23	03		25.43264670	122.26478334	25.43552999	122.26635167
418	17	07	23	02	40	23	01		25.43553997	122.26635670	25.43816501	122.26782496
419	17	07	23	02	45	23	01		25.43817499	122.26782831	25.44090330	122.26901997
420	17	07	23	02	50	23	01		25.44091335	122.26902332	25.44353002	122.27042997
421	17	07	23	02	55	23	01		25.44353999	122.27043500	25.44613997	122.27182330
422	17	07	23	03	00	23	01		25.44614836	122.27182665	25.44848163	122.27274665
423	17	07	23	03	05	23	02		25.44849001	122.27275000	25.45092663	122.27388667
424	17	07	23	03	10	23	00		25.45093501	122.27389170	25.45358998	122.27564335
425	17	07	23	03	15	23	00		25.45359836	122.27564829	25.45596499	122.27697331
426	17	07	23	03	20	23	00		25.45597337	122.27697833	25.45824001	122.27812163
427	17	07	23	03	25	23	00		25.45824663	122.27812666	25.46051838	122.27902670
428	17	07	23	03	30	23	00		25.46052667	122.27902997	25.46268166	122.28002164
429	17	07	23	03	35	23	00		25.46268837	122.28002499	25.46498333	122.28076503
430	17	07	23	03	40	22	09		25.46499331	122.28076670	25.46724334	122.28169668
431	17	07	23	03	45	22	09		25.46725164	122.28170003	25.46964501	122.28272664
432	17	07	23	03	50	22	09		25.46965331	122.28273000	25.47216671	122.28330164
433	17	07	23	03	55	22	09		25.47217500	122.28330332	25.47473668	122.28420001
434	17	07	23	04	00	22	09		25.47474666	122.28420831	25.47626998	122.28682330
435	17	07	23	04	05	22	09		25.47627334	122.28683000	25.47587670	122.28579668
436	17	07	23	04	10	22	08		25.47587830	122.28579333	25.47430996	122.28538002
437	17	07	23	04	15	22	08		25.47430501	122.28538002	25.47531336	122.28528329
438	17	07	23	04	20	22	08		25.47531998	122.28528329	25.47193998	122.28286335
439	17	07	23	04	25	22	08		25.47190167	122.28284835	25.46074335	122.27809003
440	17	07	23	04	30	22	08		25.46070663	122.27807335	25.44948829	122.27324663
441	17	07	23	04	35	22	06		25.44944831	122.27323003	25.43800835	122.26823836
442	17	07	23	04	40	22	06		25.43797164	122.26822168	25.42663336	122.26305834
443	17	07	23	04	45	22	07		25.42659497	122.26304166	25.42286167	122.26135832
444	17	07	23	04	50	22	07		25.42286997	122.26136335	25.42540331	122.26267336
445	17	07	23	04	55	22	07		25.42541170	122.26267663	25.42784831	122.26343997
446	17	07	23	05	00	22	07		25.42785670	122.26344332	25.43015334	122.26392335
447	17	07	23	05	05	22	05		25.43015996	122.26392503	25.43222166	122.26414170
448	17	07	23	05	10	22	05		25.43222836	122.26414329	25.43446331	122.26469834
449	17	07	23	05	15	22	05		25.43447169	122.26470002	25.43617666	122.26525499
450	17	07	23	05	20	22	06		25.43618336	122.26526001	25.43743503	122.26703002
451	17	07	23	05	25	22	06		25.43743663	122.26703664	25.43869835	122.26756169
452	17	07	23	05	30	22	06		25.43870497	122.26756169	25.44070666	122.26810165
453	17	07	23	05	35	22	04		25.44071169	122.26810500	25.44235337	122.26882501
454	17	07	23	05	40	22	04		25.44235831	122.26882668	25.44422337	122.26927335
455	17	07	23	05	45	22	04		25.44422831	122.26927503	25.44605163	122.26936497
456	17	07	23	05	50	22	05		25.44605833	122.26936497	25.44797167	122.26968164
457	17	07	23	05	55	22	05		25.44797829	122.26968331	25.45006497	122.27019503
458	17	07	23	06	00	22	05		25.45007167	122.27019670	25.45199331	122.27065503
459	17	07	23	06	05	22	03		25.45199834	122.27065670	25.45393498	122.27107337
460	17	07	23	06	10	22	03		25.45394336	122.27107337	25.45596331	122.27169665
461	17	07	23	06	15	22	03		25.45597337	122.27170335	25.45153163	122.27118334
462	17	07	23	06	20	22	03		25.45151168	122.27117504	25.44513666	122.26827163
463	17	07	23	06	25	22	04		25.44511336	122.26826166	25.43878502	122.26576335
464	17	07	23	06	30	22	04		25.43876331	122.26575170	25.43240002	122.26303169
465	17	07	23	06	35	22	02		25.43237999	122.26302330	25.42575837	122.26108499
466	17	07	23	06	40	22	02		25.42573331	122.26107837	25.42276000	122.26186166
467	17	07	23	06	45	22	02		25.42276670	122.26187004	25.42459002	122.26393165
468	17	07	23	06	50	22	02		25.42459664	122.26393836	25.42468163	122.26585664
469	17	07	23	06	55	22	03		25.42468004	122.26585999	25.42416329	122.26690664
470	17	07	23	07	00	22	01		25.42416003	122.26690832	25.42296669	122.26750335
471	17	07	23	07	05	22	01		25.42296167	122.26750335	25.42222833	122.26799335
472	17	07	23	07	10	22	01		25.42222666	122.26799503	25.42203002	122.26862334
473	17	07	23	07	15	22	01		25.42203002	122.26862669	25.42200998	122.26996670
474	17	07	23	07	20	22	01		25.42200998	122.26996997	25.42315001	122.27150998
475	17	07	23	07	25	22	01		25.42315504	122.27151501	25.42468498	122.27281999
476	17	07	23	07	30	22	00		25.42468834	122.27282166	25.42602835	122.27350831
477	17	07	23	07	35	22	00		25.42603170	122.27351166	25.42722168	122.27403168
478	17	07	23	07	40	22	00		25.42722504	122.27403168	25.42815669	122.27439671
479	17	07	23	07	45	22	00		25.42816004	122.27439830	25.42928170	122.27469167
480	17	07	23	07	50	22	00		25.42928497	122.27469334	25.43038669	122.27527496
481	17	07	23	07	55	22	00		25.43039164	122.27527832	25.43154666	122.27606663
482	17	07	23	08	00	21	08		25.43155001	122.27606999	25.43008503	122.27293164
483	17	07	23	08	05	21	09		25.43006332	122.27290330	25.42409498	122.26419501
484	17	07	23	08	10	21	09		25.42407503	122.26416500	25.42226337	122.26100829
485	17	07	23	08	15	21	09		25.42226664	122.26101668	25.42358997	122.26280504
486	17	07	23	08	20	21	09		25.42359668	122.26281166	25.42512830	122.26424337
487	17	07	23	08	25	21	07		25.42513333	122.26424664	25.42664333	122.26602671
488	17	07	23	08	30	21	07		25.42665004	122.26603333	25.42801503	122.26726497
489	17	07	23	08	35	21	08		25.42801998	122.26727000	25.42926335	122.26819670
490	17	07	23	08	40	21	08		25.42926829	122.26819997	25.43049163	122.26928668
491	17	07	23	08	45	21	08		25.43049498	122.26929163	25.43170667	122.27115165
492	17	07	23	08	50	21	08		25.43171003	122.27115668	25.43282004	122.27293499
493	17	07	23	08	55	21	06		25.43282331	122.27294169	25.43397004	122.27474833
494	17	07	23	09	00	21	06		25.43397163	122.27475336	25.43512003	122.27620334
495	17	07	23	09	05	21	06		25.43512498	122.27620837	25.43641001	122.27792163
496	17	07	23	09	10	21	07		25.43641504	122.27792666	25.43762497	122.27986498
497	17	07	23	09	15	21	07		25.43762832	122.27987168	25.43886331	122.28185166
498	17	07	23	09	20	21	07		25.43886666	122.28185836	25.44002336	122.28370498
499	17	07	23	09	25	16	09		25.44002663	122.28371168	25.44109667	122.28547331
500	17	07	23	09	30	16	05		25.44110002	122.28547834	25.44222169	122.28728665
501	17	07	23	09	35	16	06		25.44222663	122.28729336	25.44183997	122.29009501
502	17	07	23	09	40	16	06		25.44181667	122.29008000	25.43519497	122.28085999
503	17	07	23	09	45	16	06		25.43517334	122.28082663	25.42880829	122.27127830
504	17	07	23	09	50	16	04		25.42878499	122.27124671	25.42292336	122.26148833
505	17	07	23	09	55	16	04		25.42290333	122.26145497	25.42176666	122.26225996
506	17	07	23	10	00	16	04		25.42176833	122.26227002	25.42216002	122.26515331
507	17	07	23	10	05	16	05		25.42216002	122.26516337	25.42086334	122.26709498
508	17	07	23	10	10	16	05		25.42085663	122.26710001	25.41933666	122.26888334
509	17	07	23	10	15	16	05		25.41933331	122.26888837	25.41809664	122.27098670
510	17	07	23	10	20	16	03		25.41809170	122.27099500	25.41674003	122.27292334
511	17	07	23	10	25	16	03		25.41673332	122.27292996	25.41594501	122.27343832
512	17	07	23	10	30	16	03		25.41595833	122.27341167	25.42074331	122.26412670
513	17	07	23	10	35	16	03		25.42075664	122.26409501	25.42275170	122.25978336
514	17	07	23	10	40	16	04		25.42275170	122.25978831	25.42315001	122.26162663
515	17	07	23	10	45	16	04		25.42315168	122.26163333	25.42353834	122.26379335
516	17	07	23	10	50	16	02		25.42354002	122.26379997	25.42371671	122.26604003
517	17	07	23	10	55	16	02		25.42371503	122.26604666	25.42382668	122.26848663
518	17	07	23	11	00	16	02		25.42382668	122.26849669	25.42396330	122.27099835
519	17	07	23	11	05	16	02		25.42396498	122.27100497	25.42415667	122.27313833
520	17	07	23	11	10	16	03		25.42415500	122.27314663	25.42425835	122.27556330
521	17	07	23	11	15	16	01		25.42425835	122.27557001	25.42414997	122.27772499
522	17	07	23	11	20	16	01		25.42414838	122.27773170	25.42376004	122.27977831
523	17	07	23	11	25	16	01		25.42375501	122.27977999	25.42329166	122.27555333
524	17	07	23	11	30	16	01		25.42328998	122.27553665	25.42324003	122.27085167
525	17	07	23	11	35	16	01		25.42324003	122.27083834	25.42322000	122.26635167
526	17	07	23	11	40	16	01		25.42322000	122.26633667	25.42276503	122.26162336
527	17	07	23	11	45	16	00		25.42276503	122.26160835	25.42266168	122.26267001
528	17	07	23	11	50	16	00		25.42266000	122.26268501	25.42207335	122.26706665
529	17	07	23	11	55	16	00		25.42207167	122.26707998	25.42135837	122.27104504
530	17	07	23	12	00	16	00		25.42135670	122.27105836	25.42047836	122.27559834
531	17	07	23	12	05	16	00		25.42047501	122.27561167	25.41945501	122.27961335
532	17	07	23	12	10	16	00		25.41944998	122.27962500	25.41795499	122.28340499
533	17	07	23	12	15	15	08		25.41795163	122.28341497	25.41694170	122.28664334
534	17	07	23	12	20	15	09		25.41693835	122.28665164	25.41443501	122.28742168
535	17	07	23	12	25	15	09		25.41442830	122.28742504	25.41239837	122.28925170
536	17	07	23	12	30	15	09		25.41239334	122.28925497	25.41659167	122.29630164
537	17	07	23	12	35	15	09		25.41662335	122.29632997	25.42603170	122.30425665
538	17	07	23	12	40	15	09		25.42606330	122.30428163	25.43560836	122.31237830
539	17	07	23	12	45	15	07		25.43563996	122.31240503	25.44557001	122.31832501
540	17	07	23	12	50	15	08		25.44560504	122.31834336	25.45628166	122.32449501
541	17	07	23	12	55	15	08		25.45631837	122.32451999	25.46710496	122.33105334
542	17	07	23	13	00	15	08		25.46714335	122.33107497	25.47776833	122.33779835
543	17	07	23	13	05	15	08		25.47780496	122.33781997	25.48873496	122.34430832
544	17	07	23	13	10	25	08		25.48877000	122.34433330	25.49787166	122.35084335
545	17	07	23	13	15	25	08		25.49787333	122.35086498	25.49655167	122.35465335
546	17	07	23	13	20	25	06		25.49654664	122.35466332	25.49526329	122.35675335
547	17	07	23	13	25	15	07		25.49526170	122.35676165	25.49360502	122.35900833
548	17	07	23	13	30	15	07		25.49359999	122.35901663	25.49496330	122.35711670
549	17	07	23	13	35	15	07		25.49498334	122.35708670	25.49868998	122.35275501
550	17	07	23	13	40	25	07		25.49868998	122.35276164	25.49798163	122.35463667
551	17	07	23	13	45	25	07		25.49798330	122.35464664	25.49605664	122.35264001
552	17	07	23	13	50	25	05		25.49604834	122.35263499	25.49477337	122.35257170
553	17	07	23	13	55	25	05		25.49477002	122.35257329	25.49389335	122.35341836
554	17	07	23	14	00	25	05		25.49389000	122.35342163	25.49289163	122.35151164
555	17	07	23	14	05	25	05		25.49288669	122.35148666	25.49197834	122.34782503
556	17	07	23	14	10	25	05		25.49197666	122.34781832	25.49142170	122.34236171
557	17	07	23	14	15	25	04		25.49141834	122.34233832	25.48980835	122.33407670
558	17	07	23	14	20	25	04		25.48978664	122.33403998	25.48957500	122.33158166
559	17	07	23	14	25	25	04		25.48959671	122.33154997	25.48772830	122.31942832
560	17	07	23	14	30	25	04		25.48771832	122.31938833	25.48566668	122.30727833
561	17	07	23	14	35	25	04		25.48565830	122.30723835	25.48353332	122.29519498
562	17	07	23	14	40	25	04		25.48352335	122.29515332	25.48139334	122.28257166
563	17	07	23	14	45	25	03		25.48138663	122.28252833	25.47908831	122.27046501
564	17	07	23	14	50	25	03		25.47908169	122.27042335	25.47732166	122.25873998
565	17	07	23	14	55	25	03		25.47731831	122.25870168	25.47556666	122.24705997
566	17	07	23	15	00	25	03		25.47556498	122.24702166	25.47477004	122.23544165
567	17	07	23	15	05	25	03		25.47476836	122.23540334	25.47429001	122.23534333
568	17	07	23	15	10	25	03		25.47428833	122.23535665	25.47341670	122.23877002
569	17	07	23	15	15	25	01		25.47341335	122.23878167	25.47288336	122.24109499
570	17	07	23	15	20	25	02		25.47288168	122.24110337	25.47237164	122.24269166
571	17	07	23	15	25	25	02		25.47236837	122.24269669	25.47190997	122.24485503
572	17	07	23	15	30	25	02		25.47191500	122.24485335	25.47321671	122.23874998
573	17	07	23	15	35	25	02		25.47322165	122.23872668	25.47430669	122.23270336
574	17	07	23	15	40	25	02		25.47430166	122.23269666	25.47291496	122.23299497
575	17	07	23	15	45	25	00		25.47291169	122.23300000	25.47318167	122.23236666
576	17	07	23	15	50	25	00		25.47318670	122.23236331	25.47314831	122.23271334
577	17	07	23	15	55	25	01		25.47314999	122.23270504	25.47300163	122.23234001
578	17	07	23	16	00	25	01		25.47300163	122.23234168	25.47295167	122.23304333
579	17	07	23	16	05	25	01		25.47295167	122.23304668	25.47280331	122.23383668
580	17	07	23	16	10	25	01		25.47280331	122.23383836	25.47321000	122.23175000
581	17	07	23	16	15	24	09		25.47321503	122.23172335	25.47534504	122.22309837
582	17	07	23	16	20	24	09		25.47535166	122.22307004	25.47740003	122.21432503
583	17	07	23	16	25	25	00		25.47741001	122.21428338	25.48104666	122.20029498
584	17	07	23	16	30	25	00		25.48106502	122.20024997	25.48400003	122.18869669
585	17	07	23	16	35	25	00		25.48400497	122.18867331	25.48574002	122.18258671
586	17	07	23	16	40	25	00		25.48574497	122.18256332	25.48716168	122.17666833
587	17	07	23	16	45	24	08		25.48716503	122.17664829	25.48863337	122.17013497
588	17	07	23	16	50	24	08		25.48864000	122.17011502	25.49025502	122.16396497
589	17	07	23	16	55	24	09		25.49025997	122.16394502	25.49173166	122.15768835
590	17	07	23	17	00	24	09		25.49173669	122.15766831	25.49337334	122.15145003
591	17	07	23	17	05	24	09		25.49337996	122.15143000	25.49502164	122.14538665
592	17	07	23	17	10	24	07		25.49502667	122.14536670	25.49675502	122.13883669
593	17	07	23	17	15	24	07		25.49675996	122.13881666	25.49805002	122.13288998
594	17	07	23	17	20	24	07		25.49805329	122.13287003	25.49973663	122.12691997
595	17	07	23	17	25	24	08		25.49974333	122.12689835	25.50111998	122.12381330
596	17	07	23	17	30	24	08		25.50112333	122.12381498	25.50212497	122.12384666
597	17	07	23	17	35	24	08		25.50213000	122.12384331	25.50274498	122.12393501
598	17	07	23	17	40	24	06		25.50274498	122.12393333	25.50046502	122.12487169
599	17	07	23	17	45	24	06		25.50047164	122.12487169	25.50206001	122.12436668
600	17	07	23	17	50	24	06		25.50206336	122.12436500	25.50318168	122.12364499
601	17	07	23	17	55	24	06		25.50318503	122.12364164	25.50214500	122.12305164
602	17	07	23	18	00	24	07		25.50213335	122.12304502	25.50104002	122.12079833
603	17	07	23	18	05	24	07		25.50104002	122.12079163	25.50165164	122.11760667
604	17	07	23	18	10	24	05		25.50165164	122.11757834	25.50117999	122.11055330
605	17	07	23	18	15	24	05		25.50117664	122.11053335	25.49989002	122.10308502
606	17	07	23	18	20	24	05		25.49988667	122.10305837	25.49884832	122.09850666
607	17	07	23	18	25	24	05		25.49884664	122.09850163	25.49798833	122.09703832
608	17	07	23	18	30	24	05		25.49798163	122.09703002	25.49835831	122.09782169
609	17	07	23	18	35	24	06		25.49836334	122.09786335	25.50198331	122.10973833
610	17	07	23	18	40	24	04		25.50199002	122.10977831	25.50354998	122.12242166
611	17	07	23	18	45	24	04		25.50355501	122.12246331	25.50507163	122.13442337
612	17	07	23	18	50	24	04		25.50508336	122.13446503	25.50708337	122.14738665
613	17	07	23	18	55	24	04		25.50708999	122.14743334	25.50935998	122.16129164
614	17	07	23	19	00	24	04		25.50937003	122.16133665	25.51229163	122.17515330
615	17	07	23	19	05	24	03		25.51230169	122.17518833	25.51372997	122.17857831
616	17	07	23	19	10	24	03		25.51373835	122.17857664	25.51558170	122.17871997
617	17	07	23	19	15	24	03		25.51558496	122.17871837	25.51637999	122.18078166
618	17	07	23	19	20	24	03		25.51637999	122.18082667	25.51598000	122.19433336
619	17	07	23	19	25	24	03		25.51597003	122.19437334	25.51521834	122.20712665
620	17	07	23	19	30	24	03		25.51522831	122.20716999	25.51934500	122.22003001
621	17	07	23	19	35	24	01		25.51936503	122.22006999	25.52301996	122.23124499
622	17	07	23	19	40	24	02		25.52302667	122.23128003	25.52434171	122.24170167
623	17	07	23	19	45	24	02		25.52434330	122.24173671	25.52593837	122.25278003
624	17	07	23	19	50	24	02		25.52594500	122.25281666	25.52761501	122.25746501
625	17	07	23	19	55	24	02		25.52762331	122.25745998	25.53077834	122.25522663
626	17	07	23	20	00	24	02		25.53078831	122.25521665	25.53442497	122.25492831
627	17	07	23	20	05	24	00		25.53443503	122.25496503	25.53580170	122.26562337
628	17	07	23	20	10	24	00		25.53580496	122.26565665	25.53718831	122.27592498
629	17	07	23	20	15	24	01		25.53719502	122.27596002	25.53770665	122.28586835
630	17	07	23	20	20	24	01		25.53770833	122.28590003	25.53794503	122.29534836
631	17	07	23	20	25	24	01		25.53794830	122.29537996	25.53821501	122.30492997
632	17	07	23	20	30	24	01		25.53821501	122.30496165	25.53839170	122.31445500
633	17	07	23	20	35	23	09		25.53839170	122.31448500	25.53835331	122.32384499
634	17	07	23	20	40	23	09		25.53835667	122.32387668	25.53909997	122.32926498
635	17	07	23	20	45	24	00		25.53910500	122.32925836	25.54141665	122.32631665
636	17	07	23	20	50	24	00		25.54142503	122.32630500	25.54545664	122.32444497
637	17	07	23	20	55	24	00		25.54546167	122.32447498	25.54577499	122.33424165
638	17	07	23	21	00	23	08		25.54577666	122.33427334	25.54611663	122.34406164
639	17	07	23	21	05	23	08		25.54611663	122.34409332	25.54644998	122.35376336
640	17	07	23	21	10	23	08		25.54644998	122.35379663	25.54705163	122.36370170
641	17	07	23	21	15	23	08		25.54705331	122.36373497	25.54761331	122.37419165
642	17	07	23	21	20	23	09		25.54761331	122.37422836	25.54823164	122.38557503
643	17	07	23	21	25	23	09		25.54824002	122.38561501	25.54972831	122.39746668
644	17	07	23	21	30	23	07		25.54973334	122.39750667	25.55051663	122.39970331
645	17	07	23	21	35	23	07		25.55052334	122.39970004	25.55263331	122.39837000
646	17	07	23	21	40	23	07		25.55264169	122.39836833	25.55497002	122.39758831
647	17	07	23	21	45	23	07		25.55497832	122.39758663	25.55472334	122.39481834
648	17	07	23	21	50	23	08		25.55471831	122.39479504	25.55317503	122.38909668
649	17	07	23	21	55	23	08		25.55317000	122.38907665	25.55141835	122.38344166
650	17	07	23	22	00	23	06		25.55140997	122.38342498	25.54954500	122.37801170
651	17	07	23	22	05	23	06		25.54953997	122.37799334	25.54797499	122.37218997
652	17	07	23	22	10	23	06		25.54797004	122.37217169	25.54647169	122.36660502
653	17	07	23	22	15	23	06		25.54646499	122.36658834	25.54455332	122.36176330
654	17	07	23	22	20	23	06		25.54454503	122.36174670	25.54211335	122.35725836
655	17	07	23	22	25	23	07		25.54210329	122.35724336	25.53928337	122.35254664
656	17	07	23	22	30	23	05		25.53927331	122.35253164	25.53637996	122.34774163
657	17	07	23	22	35	23	05		25.53637167	122.34772503	25.53360170	122.34293503
658	17	07	23	22	40	23	05		25.53359499	122.34291835	25.53073500	122.33754664
659	17	07	23	22	45	23	05		25.53072503	122.33752501	25.52778667	122.33149666
660	17	07	23	22	50	23	05		25.52777996	122.33147831	25.52544837	122.32567166
661	17	07	23	22	55	23	03		25.52544166	122.32565163	25.52353168	122.32008831
662	17	07	23	23	00	23	04		25.52352665	122.32007003	25.52196996	122.31455164
663	17	07	23	23	05	23	04		25.52196502	122.31453496	25.52011496	122.30926333
664	17	07	23	23	10	23	04		25.52010834	122.30924665	25.51809166	122.30419337
665	17	07	23	23	15	23	04		25.51808336	122.30417836	25.51587498	122.29939163
666	17	07	23	23	20	23	04		25.51586836	122.29937671	25.51353165	122.29489834
667	17	07	23	23	25	23	02		25.51352168	122.29488166	25.51031166	122.28992670
668	17	07	23	23	30	23	03		25.51030168	122.28991002	25.50691498	122.28416163
669	17	07	23	23	35	23	03		25.50690332	122.28414000	25.50384167	122.27774335
670	17	07	23	23	40	23	03		25.50383169	122.27772164	25.50125501	122.27213502
671	17	07	23	23	45	23	03		25.50124663	122.27211834	25.49855663	122.26650833
672	17	07	23	23	50	23	03		25.49854665	122.26648830	25.49529833	122.26067335
673	17	07	23	23	55	23	01		25.49528668	122.26065332	25.49302331	122.25640168
674	17	07	24	00	00	23	01		25.49303832	122.25640168	25.49783000	122.25497835
675	17	07	24	00	05	23	02		25.49784333	122.25496997	25.50204836	122.25364664
676	17	07	24	00	10	23	02		25.50206169	122.25364496	25.50584000	122.25322503
677	17	07	24	00	15	23	02		25.50585165	122.25322503	25.50936836	122.25306837
678	17	07	24	00	20	23	02		25.50937833	122.25306837	25.51296503	122.25309502
679	17	07	24	00	25	23	00		25.51297668	122.25309670	25.51023999	122.25424997
680	17	07	24	00	30	23	00		25.51020831	122.25426002	25.50117002	122.25606331
681	17	07	24	00	35	23	00		25.50114169	122.25607001	25.49239500	122.25774170
682	17	07	24	00	40	23	01		25.49236667	122.25774832	25.48394831	122.25921004
683	17	07	24	00	45	23	01		25.48392165	122.25921666	25.47555501	122.26075667
684	17	07	24	00	50	23	01		25.47552668	122.26076002	25.46724167	122.26210666
